City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current description,Rain inches(last 3 hrs),Snow inches(last 3 hrs)
143,Pirapora,-17.345,-44.9419,70.92,89,100,3.4,BR,2021-01-16 01:09:43,overcast clouds,0,0
144,Hami,42.8,93.45,10.29,78,0,2.98,CN,2021-01-16 01:09:44,clear sky,0,0
145,Cherskiy,68.75,161.3,-24.99,86,91,2.91,RU,2021-01-16 01:09:44,overcast clouds,0,0
146,Carnarvon,-24.8667,113.6333,82.4,94,0,10.36,AU,2021-01-16 01:09:33,clear sky,0,0
147,Itoman,26.1247,127.6694,69.8,78,20,8.05,JP,2021-01-16 01:09:44,few clouds,0,0
148,Le Vauclin,14.5452,-60.8388,77.0,83,75,6.91,MQ,2021-01-16 01:09:44,broken clouds,0,0
149,Lithakia,37.7167,20.8333,46.4,100,95,2.3,GR,2021-01-16 01:09:44,overcast clouds,0,0
150,Nova Vicosa,-17.8919,-39.3719,76.12,86,100,8.25,BR,2021-01-16 01:05:22,light rain,0,0
151,Codrington,-38.2667,141.9667,57.15,72,100,14.85,AU,2021-01-16 01:09:44,overcast clouds,0,0
152,Vao,-22.6667,167.4833,78.73,89,100,14.14,NC,2021-01-16 01:09:44,overcast clouds,0,0
153,Chumikan,54.7183,135.315,-19.16,81,0,17.92,RU,2021-01-16 01:09:44,clear sky,0,0
154,Morant Bay,17.8815,-76.4093,80.6,69,20,17.27,JM,2021-01-16 01:09:44,few clouds,0,0
155,Necochea,-38.5473,-58.7368,69.01,84,97,15.5,AR,2021-01-16 01:09:44,overcast clouds,0,0
156,Maiduguri,11.8464,13.1603,63.16,29,23,6.4,NG,2021-01-16 01:09:45,few clouds,0,0
157,San Patricio,28.017,-97.5169,57.2,43,1,5.75,US,2021-01-16 01:09:45,clear sky,0,0
158,Buta,2.7858,24.73,70.59,87,13,2.08,CD,2021-01-16 01:09:45,few clouds,0,0
159,Dingle,10.9995,122.6711,80.64,83,58,13.6,PH,2021-01-16 01:09:45,light rain,0,0
160,Carauari,-4.8828,-66.8958,75.0,96,100,1.99,BR,2021-01-16 01:09:45,overcast clouds,0,0
161,Hakkari,37.5833,44.1667,19.42,92,67,3.6,TR,2021-01-16 01:09:45,broken clouds,0,0
162,Marsa Matruh,31.3525,27.2453,57.2,67,40,13.8,EG,2021-01-16 01:09:45,scattered clouds,0,0
163,Payakumbuh,-0.2202,100.6308,71.67,76,99,1.57,ID,2021-01-16 01:09:45,overcast clouds,0,0
164,Waddan,29.1614,16.139,48.4,51,0,6.85,LY,2021-01-16 01:09:45,clear sky,0,0
165,Harper,4.375,-7.7169,77.81,87,46,8.05,LR,2021-01-16 01:09:45,scattered clouds,0,0
166,Yeppoon,-23.1333,150.7333,87.8,45,14,3.44,AU,2021-01-16 01:09:45,few clouds,0,0
167,Moose Factory,51.2585,-80.6094,30.2,93,90,2.3,CA,2021-01-16 01:09:45,overcast clouds,0,0
168,Miramar,25.9873,-80.2323,71.6,56,1,4.61,US,2021-01-16 01:05:29,clear sky,0,0
169,Yulara,-25.2406,130.9889,64.4,77,90,10.36,AU,2021-01-16 01:09:46,overcast clouds,0,0
170,Los Llanos De Aridane,28.6585,-17.9182,62.6,55,90,12.66,ES,2021-01-16 01:09:46,overcast clouds,0,0
171,Sobolevo,54.4299,31.8996,-9.15,90,56,5.86,RU,2021-01-16 01:09:46,broken clouds,0,0
172,Samfya,-11.3649,29.5565,64.54,93,100,5.64,ZM,2021-01-16 01:09:46,overcast clouds,0,0
173,Smithers,54.7804,-127.1743,39.2,70,20,6.91,CA,2021-01-16 01:09:46,few clouds,0,0
174,Faya,18.3851,42.4509,50.0,87,0,1.79,SA,2021-01-16 01:09:46,clear sky,0,0
175,Puerto Escondido,15.85,-97.0667,77.0,73,40,1.61,MX,2021-01-16 01:09:46,scattered clouds,0,0
176,Alta Floresta,-9.8756,-56.0861,72.43,97,100,3.06,BR,2021-01-16 01:09:46,moderate rain,0,0
177,Chirongui,-12.9319,45.1483,78.8,83,0,2.3,YT,2021-01-16 01:09:46,clear sky,0,0
178,Gravdal,68.1214,13.5031,38.1,77,99,11.3,NO,2021-01-16 01:09:46,overcast clouds,0,0
179,Ancud,-41.8697,-73.8203,53.6,87,40,4.61,CL,2021-01-16 01:09:46,scattered clouds,0,0
180,Susehri,40.1644,38.0867,30.76,93,98,1.36,TR,2021-01-16 01:09:46,overcast clouds,0,0
181,Bulolo,-7.2,146.65,87.33,47,100,2.98,PG,2021-01-16 01:09:47,overcast clouds,0,0
182,Moree,-29.4667,149.85,77.0,19,63,18.41,AU,2021-01-16 01:09:47,broken clouds,0,0
183,Toora-Khem,52.4675,96.11,-12.59,84,100,1.34,RU,2021-01-16 01:09:47,overcast clouds,0,0
