City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current description,Rain inches(last 3 hrs),Snow inches(last 3 hrs)
184,Boralday,43.3578,76.8594,5.0,85,75,4.47,KZ,2021-01-16 01:09:47,mist,0,0
185,Killarney,52.05,-9.5167,50.59,93,100,7.36,IE,2021-01-16 01:09:47,overcast clouds,0,0
186,Iqaluit,63.7506,-68.5145,14.0,85,90,17.27,CA,2021-01-16 01:09:47,snow,0,0
187,Grindavik,63.8424,-22.4338,35.6,100,90,16.11,IS,2021-01-16 01:09:47,overcast clouds,0,0
188,Severo-Kurilsk,50.6789,156.125,29.34,92,67,9.37,RU,2021-01-16 01:09:47,broken clouds,0,0
189,Santiago De Compostela,42.8805,-8.5457,37.99,93,87,5.75,ES,2021-01-16 01:06:45,overcast clouds,0,0
190,Naze,28.3667,129.4833,60.8,94,75,4.61,JP,2021-01-16 01:09:47,broken clouds,0,0
191,Tremedal,-14.9758,-41.4108,68.86,91,85,5.91,BR,2021-01-16 01:09:47,overcast clouds,0,0
192,Taoudenni,22.6783,-3.9836,55.6,29,100,12.1,ML,2021-01-16 01:09:47,overcast clouds,0,0
193,Mangaluru,12.8667,74.8833,77.0,88,75,3.44,IN,2021-01-16 01:07:52,broken clouds,0,0
194,Tambura,5.6,27.4667,68.45,32,98,3.18,SS,2021-01-16 01:09:48,overcast clouds,0,0
195,Sitka,57.0531,-135.33,42.8,81,90,11.5,US,2021-01-16 01:09:40,light rain,0,0
196,Cabedelo,-6.9811,-34.8339,77.0,83,20,4.61,BR,2021-01-16 01:09:48,few clouds,0,0
197,Bethel,41.3712,-73.414,41.0,75,90,9.22,US,2021-01-16 01:09:48,overcast clouds,0,0
198,Riyadh,24.6877,46.7219,55.4,67,0,2.3,SA,2021-01-16 01:09:29,haze,0,0
199,Hervey Bay,-25.2986,152.8535,88.0,51,40,9.22,AU,2021-01-16 01:09:48,scattered clouds,0,0
200,Tarko-Sale,64.9225,77.785,1.17,93,100,12.73,RU,2021-01-16 01:09:48,light snow,0,0
201,Gat,31.61,34.7642,52.0,80,0,6.35,IL,2021-01-16 01:09:48,clear sky,0,0
202,Kadan,50.3833,13.2667,26.01,86,75,8.05,CZ,2021-01-16 01:09:49,broken clouds,0,0
203,Longyearbyen,78.2186,15.6401,14.0,85,40,4.61,SJ,2021-01-16 01:09:49,scattered clouds,0,0
204,Avera,33.194,-82.5271,42.8,59,1,3.44,US,2021-01-16 01:09:49,haze,0,0
205,Chupa,66.27,33.0549,12.18,96,48,4.23,RU,2021-01-16 01:09:49,scattered clouds,0,0
206,Esperance,-33.8667,121.9,62.6,51,90,12.66,AU,2021-01-16 01:09:40,overcast clouds,0,0
207,Upernavik,72.7868,-56.1549,16.11,96,100,7.29,GL,2021-01-16 01:09:49,light snow,0,0
208,Ostrovnoy,68.0531,39.5131,14.04,95,73,5.41,RU,2021-01-16 01:09:49,broken clouds,0,0
209,Balaipungut,1.05,101.2833,75.2,94,20,2.46,ID,2021-01-16 01:09:49,haze,0,0
210,Fakse Ladeplads,55.2198,12.1701,32.0,79,20,5.75,DK,2021-01-16 01:09:49,few clouds,0,0
211,Boden,65.8252,21.6886,21.2,93,75,8.05,SE,2021-01-16 01:09:49,broken clouds,0,0
212,Segezha,63.7415,34.3222,-2.45,94,74,4.72,RU,2021-01-16 01:09:49,broken clouds,0,0
213,Westport,41.1415,-73.3579,43.0,81,90,21.85,US,2021-01-16 01:09:50,overcast clouds,0,0
214,Mecca,21.4267,39.8261,69.55,64,0,3.47,SA,2021-01-16 01:09:50,clear sky,0,0
215,Hazorasp,41.3194,61.0742,39.2,65,100,4.61,UZ,2021-01-16 01:09:50,overcast clouds,0,0
216,Airai,-8.9266,125.4092,66.96,100,100,1.86,TL,2021-01-16 01:09:50,overcast clouds,0,0
217,Kavaratti,10.5669,72.642,81.82,74,90,6.69,IN,2021-01-16 01:09:50,overcast clouds,0,0
218,Kommunar,59.6206,30.39,1.0,84,20,4.47,RU,2021-01-16 01:09:50,few clouds,0,0
219,Antofagasta,-23.65,-70.4,64.4,77,20,9.22,CL,2021-01-16 01:07:20,few clouds,0,0
220,Mamburao,13.25,120.6667,81.9,65,2,8.57,PH,2021-01-16 01:09:50,clear sky,0,0
221,Agucadoura,41.4318,-8.7804,44.01,100,20,2.3,PT,2021-01-16 01:09:50,few clouds,0,0
222,Clyde River,70.4692,-68.5914,-0.4,92,90,2.3,CA,2021-01-16 01:09:43,overcast clouds,0,0
223,Hasaki,35.7333,140.8333,48.2,87,20,3.44,JP,2021-01-16 01:09:50,few clouds,0,0
224,Raudeberg,61.9875,5.1352,30.2,69,0,16.11,NO,2021-01-16 01:09:51,clear sky,0,0
225,Srednekolymsk,67.45,153.6833,-32.94,80,13,3.0,RU,2021-01-16 01:09:51,few clouds,0,0
226,Verkhnevilyuysk,63.4453,120.3167,-38.34,81,100,4.07,RU,2021-01-16 01:09:51,overcast clouds,0,0
227,Mazeikiai,56.3167,22.3333,14.74,97,99,4.59,LT,2021-01-16 01:09:51,overcast clouds,0,0
228,Kununurra,-15.7667,128.7333,91.4,66,37,5.75,AU,2021-01-16 01:06:27,scattered clouds,0,0
229,Sheridan,44.8333,-106.9173,37.99,48,90,8.05,US,2021-01-16 01:08:13,overcast clouds,0,0
230,Ambon,-3.6954,128.1814,86.0,74,20,5.75,ID,2021-01-16 01:09:51,few clouds,0,0
231,Mogapi,-22.323,27.8349,71.22,87,98,5.03,BW,2021-01-16 01:09:51,overcast clouds,0,0
232,Port Augusta,-32.5,137.7667,68.0,48,75,17.27,AU,2021-01-16 01:09:51,broken clouds,0,0
233,Buchanan,5.8808,-10.0467,77.0,94,40,6.73,LR,2021-01-16 01:09:51,scattered clouds,0,0
234,Husavik,66.0449,-17.3389,41.0,65,90,10.36,IS,2021-01-16 01:09:51,moderate rain,0,0
235,Bosaso,11.2842,49.1816,73.38,74,23,1.61,SO,2021-01-16 01:09:52,few clouds,0,0
236,Salalah,17.0151,54.0924,73.4,17,0,11.5,OM,2021-01-16 01:09:52,clear sky,0,0
237,Kavieng,-2.5744,150.7967,76.12,87,100,9.6,PG,2021-01-16 01:09:52,moderate rain,0,0
238,Kampene,-3.6,26.6667,65.98,93,99,1.32,CD,2021-01-16 01:09:52,overcast clouds,0,0
239,Broome,42.2506,-75.833,39.0,93,90,19.57,US,2021-01-16 01:09:52,overcast clouds,0,0
240,Chicama,-7.8447,-79.1469,72.95,71,97,3.8,PE,2021-01-16 01:09:52,overcast clouds,0,0
241,Khandyga,62.6667,135.6,-47.16,76,56,0.87,RU,2021-01-16 01:09:52,broken clouds,0,0
242,Magadan,59.5667,150.8,-14.55,76,47,7.58,RU,2021-01-16 01:09:52,scattered clouds,0,0
243,Auki,-8.7676,160.7034,82.99,78,100,5.86,SB,2021-01-16 01:09:53,moderate rain,0,0
244,Flinders,-34.5833,150.8552,71.01,40,0,5.01,AU,2021-01-16 01:09:53,clear sky,0,0
245,Sergeyevka,53.88,67.4158,13.19,93,100,7.83,KZ,2021-01-16 01:09:53,overcast clouds,0,0
246,Cayenne,4.9333,-52.3333,77.0,100,75,12.68,GF,2021-01-16 01:09:53,broken clouds,0,0
247,Mosquera,4.7059,-74.2302,57.2,82,20,5.75,CO,2021-01-16 01:09:53,few clouds,0,0
248,Leningradskiy,69.3833,178.4167,-12.03,89,100,7.81,RU,2021-01-16 01:09:53,overcast clouds,0,0
249,Aras,42.5617,-2.356,44.6,65,0,14.97,ES,2021-01-16 01:09:53,clear sky,0,0
250,Chuy,-33.6971,-53.4616,72.54,84,100,13.47,UY,2021-01-16 01:09:53,overcast clouds,0,0
251,Marawi,7.9986,124.2928,81.0,82,51,3.0,PH,2021-01-16 01:09:53,broken clouds,0,0
252,Lebu,-37.6167,-73.65,56.71,79,0,14.0,CL,2021-01-16 01:09:54,clear sky,0,0
253,Flin Flon,54.7682,-101.865,6.8,85,75,8.05,CA,2021-01-16 01:09:54,broken clouds,0,0
254,Amudat,1.95,34.95,68.05,60,26,4.23,UG,2021-01-16 01:09:54,scattered clouds,0,0
255,Ialibu,-6.2821,143.9935,73.18,57,93,2.73,PG,2021-01-16 01:09:54,overcast clouds,0,0
256,Mocuba,-16.8392,36.9856,75.67,95,100,1.99,MZ,2021-01-16 01:09:54,overcast clouds,0,0
257,Hithadhoo,-0.6,73.0833,81.61,77,65,14.99,MV,2021-01-16 01:09:54,broken clouds,0,0
258,Tazmalt,36.3868,4.3989,42.03,77,41,1.97,DZ,2021-01-16 01:09:54,scattered clouds,0,0
259,Lompoc,34.6391,-120.4579,66.99,52,100,5.75,US,2021-01-16 01:09:54,overcast clouds,0,0
260,Homer,59.6425,-151.5483,36.0,80,1,4.61,US,2021-01-16 01:09:12,clear sky,0,0
261,Saldanha,-33.0117,17.9442,62.6,88,0,3.44,ZA,2021-01-16 01:09:54,clear sky,0,0
262,Chapais,49.7834,-74.8492,26.6,80,90,12.66,CA,2021-01-16 01:09:54,overcast clouds,0,0
263,Waipawa,-41.4122,175.5153,73.4,68,75,17.27,NZ,2021-01-16 01:09:55,broken clouds,0,0
264,Port Lincoln,-34.7333,135.8667,61.95,54,21,12.75,AU,2021-01-16 01:07:10,few clouds,0,0
265,Chernyakhiv,50.4565,28.6702,3.02,94,34,7.49,UA,2021-01-16 01:09:55,scattered clouds,0,0
266,Hofn,64.2539,-15.2082,40.73,92,100,25.3,IS,2021-01-16 01:09:55,moderate rain,0,0
267,Verkhnyaya Inta,65.9811,60.3094,-5.78,92,100,2.73,RU,2021-01-16 01:09:55,light snow,0,0
268,Tonj,7.2737,28.6822,69.67,24,65,5.73,SS,2021-01-16 01:09:55,broken clouds,0,0
269,Tomatlan,19.9333,-105.25,73.98,43,88,2.86,MX,2021-01-16 01:09:55,overcast clouds,0,0
270,Wajir,1.7471,40.0573,76.39,70,0,13.87,KE,2021-01-16 01:09:55,clear sky,0,0
271,Petropavlovsk-Kamchatskiy,53.0452,158.6483,6.8,66,100,4.47,RU,2021-01-16 01:08:50,overcast clouds,0,0
272,Nome,64.5011,-165.4064,21.2,73,1,6.02,US,2021-01-16 01:09:55,clear sky,0,0
273,Shingu,33.7333,135.9833,59.0,63,75,4.61,JP,2021-01-16 01:09:55,broken clouds,0,0
274,Russellville,35.2784,-93.1338,39.0,65,75,19.57,US,2021-01-16 01:06:49,broken clouds,0,0
275,Sao Filipe,14.8961,-24.4956,72.54,70,100,13.2,CV,2021-01-16 01:09:56,overcast clouds,0,0
276,Panaba,21.2833,-88.2667,67.78,79,83,6.73,MX,2021-01-16 01:09:56,broken clouds,0,0
277,Victoria,22.2855,114.1577,66.0,49,83,1.01,HK,2021-01-16 01:05:33,broken clouds,0,0
278,Poum,-20.2333,164.0167,82.99,76,100,7.56,NC,2021-01-16 01:09:56,light rain,0,0
279,Sandanski,41.5667,23.2833,25.0,81,100,1.01,BG,2021-01-16 01:09:56,overcast clouds,0,0
280,Matcha,54.6335,42.3501,11.46,96,100,11.45,RU,2021-01-16 01:09:56,snow,0,0
281,Sikeston,36.8767,-89.5879,33.8,93,90,19.57,US,2021-01-16 01:09:56,light snow,0,0
282,Edd,13.9297,41.6925,74.61,47,0,10.4,ER,2021-01-16 01:09:56,clear sky,0,0
283,Luderitz,-26.6481,15.1594,63.27,81,0,10.69,NA,2021-01-16 01:09:56,clear sky,0,0
284,Haines Junction,60.7522,-137.5108,26.6,86,90,1.68,CA,2021-01-16 01:09:57,light snow,0,0
285,Lodwar,3.1191,35.5973,80.56,45,0,5.88,KE,2021-01-16 01:09:57,clear sky,0,0
286,Vila Velha,-20.3297,-40.2925,77.0,83,40,4.61,BR,2021-01-16 01:09:57,light rain,0,0
287,Asosa,10.0667,34.5333,63.09,30,3,5.91,ET,2021-01-16 01:09:57,clear sky,0,0
288,Te Anau,-45.4167,167.7167,74.19,34,16,4.63,NZ,2021-01-16 01:09:57,few clouds,0,0
289,Ndele,8.4109,20.6473,69.58,25,2,4.88,CF,2021-01-16 01:09:57,clear sky,0,0
290,Lata,40.1629,-8.3327,39.99,91,0,1.01,PT,2021-01-16 01:09:57,clear sky,0,0
291,Ponta Delgada,37.7333,-25.6667,61.0,94,75,13.8,PT,2021-01-16 01:09:57,light rain,0,0
292,Eureka,40.8021,-124.1637,55.0,87,86,3.0,US,2021-01-16 01:09:57,overcast clouds,0,0
293,Kulevcha,46.0303,29.9361,22.78,90,3,2.57,UA,2021-01-16 01:09:58,clear sky,0,0
294,Abbeville,50.1,1.8333,32.0,93,90,3.44,FR,2021-01-16 01:09:58,overcast clouds,0,0
295,Twin Falls,42.3505,-114.6445,36.0,80,90,8.05,US,2021-01-16 01:09:58,light snow,0,0
296,San Andres,12.5847,-81.7006,80.6,74,40,9.22,CO,2021-01-16 01:09:58,scattered clouds,0,0
297,Aketi,2.7388,23.7833,71.4,75,76,1.25,CD,2021-01-16 01:09:58,broken clouds,0,0
298,Vieste,41.8825,16.175,39.2,87,20,8.05,IT,2021-01-16 01:09:58,few clouds,0,0
299,Pakxe,15.1167,105.7833,64.4,88,0,2.3,LA,2021-01-16 01:09:58,clear sky,0,0
300,Yazoo City,32.8551,-90.4056,46.4,39,40,3.44,US,2021-01-16 01:09:58,scattered clouds,0,0
301,Hovd,48.0056,91.6419,-5.28,71,0,0.22,MN,2021-01-16 01:09:50,clear sky,0,0
302,Mga,59.75,31.0667,1.0,39,32,3.27,RU,2021-01-16 01:09:58,scattered clouds,0,0
303,Margate,51.3813,1.3862,35.01,77,100,1.01,GB,2021-01-16 01:09:58,overcast clouds,0,0
304,Xining,36.6167,101.7667,10.85,90,100,1.19,CN,2021-01-16 01:09:59,overcast clouds,0,0
305,Huadian,42.9633,126.7478,-3.41,88,14,4.97,CN,2021-01-16 01:09:59,few clouds,0,0
306,Camacha,33.0833,-16.3333,59.0,72,40,11.5,PT,2021-01-16 01:09:59,scattered clouds,0,0
307,Winchester,51.0651,-1.3187,41.0,81,90,12.66,GB,2021-01-16 01:05:32,overcast clouds,0,0
308,Basco,20.4487,121.9702,73.69,79,60,28.43,PH,2021-01-16 01:09:59,light rain,0,0
